Country Name,Country Code,year,consumption,government,investment,gdp,net_exports
Dominican Republic,DOM,1998,0.44066552144870275,0.11075239580785462,1.077412111005922,1,-0.8060699391154946
Dominican Republic,DOM,1999,0.8052530629710339,0.0888561599225604,-0.28399138557656683,1,0.20712016990722174
Dominican Republic,DOM,2000,0.6109839785416973,0.09593378205374345,0.7613438161068092,1,-0.12153468428096703
Dominican Republic,DOM,2001,0.799592444079873,0.3787434366390062,-0.26483945593338637,1,0.03369991469560407
Dominican Republic,DOM,2002,0.7757131776550534,0.1934925524773624,0.35019696790505406,1,0.026452722057386822
Dominican Republic,DOM,2003,1.9744008120227328,0.6357491559377898,2.765848661597988,1,-5.59090303999735
Dominican Republic,DOM,2004,0.9555828532113586,0.24223676182244008,0.12479725569396778,1,-0.21673079173096121
Dominican Republic,DOM,2005,1.0396998689350814,0.10497685909647549,0.30318972327288657,1,-0.4298438152179125
Dominican Republic,DOM,2006,0.8233452622561601,0.1208412594910859,0.5218487843829922,1,-0.26054701896386756
Dominican Republic,DOM,2007,0.6860210733908337,0.13583637484513136,0.42888326397668547,1,-0.16156648778674326
Dominican Republic,DOM,2008,1.2926066666077465,0.09058275553304813,0.4997201590128289,1,-0.8875480553312304
Dominican Republic,DOM,2009,4.780087451582758,0.5312380758373686,-4.038552372929196,1,1.5658515378698894
Dominican Republic,DOM,2010,0.683299636964155,0.06432550981037469,0.4588069546450996,1,-0.24688167396662242
Dominican Republic,DOM,2011,0.9491677506316905,-0.08902470404519928,-0.17102895473418148,1,0.4972667107116427
Dominican Republic,DOM,2012,0.7531253846544945,0.2426757714771784,-0.03813754263158391,1,0.2937382039978551
Dominican Republic,DOM,2013,0.4685182980810916,0.13425159690704253,-0.11137257953248306,1,0.5675923980336444
Dominican Republic,DOM,2014,0.6100182672079545,0.06463461120768459,0.2715472123799367,1,0.11129751912796301
Dominican Republic,DOM,2015,0.7645979917348736,0.1025407292518014,0.5700566129227705,1,-0.3262644370893078
Dominican Republic,DOM,2016,0.6728788549495092,0.03011577083857068,0.4301471031235494,1,-0.07917789294593325
Dominican Republic,DOM,2017,0.6715139323613268,0.017421504618831078,-0.013759087131017308,1,0.432732484769648
Dominican Republic,DOM,2018,0.6041906763108802,0.038224703571922675,0.4456054863763197,1,-0.11793349707526579
Dominican Republic,DOM,2019,0.7551936828403494,0.1143384536582156,0.3976572385274299,1,-0.23926323672149624
Dominican Republic,DOM,2020,0.25749240575788074,-0.06765425227330424,0.4568251416393038,1,0.44809988334744544
Dominican Republic,DOM,2021,0.37452975288328005,5.194318116575488e-4,0.43141036108802483,1,-0.016790891087804183
Dominican Republic,DOM,2022,0.7840337222371994,0.07368725186659227,0.21580605513246645,1,-0.24203328856701045
Dominican Republic,DOM,2023,0.8148138125022147,0.08925657152395344,0.22158711148518778,1,-0.08584568959168229
Fiji,FJI,1991,NA,NA,NA,1,NA
Fiji,FJI,1992,NA,NA,NA,1,NA
Fiji,FJI,1993,NA,NA,NA,1,NA
Fiji,FJI,1994,NA,NA,NA,1,NA
Fiji,FJI,1995,NA,NA,NA,1,NA
Fiji,FJI,1996,NA,NA,NA,1,NA
Fiji,FJI,1997,NA,NA,NA,1,NA
Fiji,FJI,1998,NA,NA,NA,1,NA
Fiji,FJI,1999,NA,NA,NA,1,NA
Fiji,FJI,2000,NA,NA,NA,1,NA
Fiji,FJI,2001,NA,NA,NA,1,NA
Fiji,FJI,2002,NA,NA,NA,1,NA
Fiji,FJI,2003,NA,NA,NA,1,NA
Fiji,FJI,2004,NA,NA,NA,1,NA
Fiji,FJI,2005,NA,NA,NA,1,NA
Fiji,FJI,2006,NA,NA,NA,1,NA
Fiji,FJI,2007,NA,NA,NA,1,NA
Fiji,FJI,2008,NA,NA,NA,1,NA
Fiji,FJI,2009,NA,NA,NA,1,NA
Fiji,FJI,2010,NA,NA,NA,1,NA
Fiji,FJI,2011,NA,NA,NA,1,NA
Fiji,FJI,2012,NA,NA,NA,1,NA
Fiji,FJI,2013,NA,NA,NA,1,NA
Fiji,FJI,2014,NA,NA,NA,1,NA
Fiji,FJI,2015,NA,NA,NA,1,NA
Fiji,FJI,2016,NA,NA,NA,1,NA
Fiji,FJI,2017,NA,NA,NA,1,NA
Fiji,FJI,2018,NA,NA,NA,1,NA
Fiji,FJI,2019,NA,NA,NA,1,NA
Fiji,FJI,2020,NA,NA,NA,1,NA
Fiji,FJI,2021,NA,NA,NA,1,NA
Fiji,FJI,2022,NA,NA,NA,1,NA
Fiji,FJI,2023,NA,NA,NA,1,NA
Grenada,GRD,1991,NA,NA,NA,1,NA
Grenada,GRD,1992,NA,NA,NA,1,NA
Grenada,GRD,1993,NA,NA,NA,1,NA
Grenada,GRD,1994,NA,NA,NA,1,NA
Grenada,GRD,1995,NA,NA,NA,1,NA
Grenada,GRD,1996,NA,NA,NA,1,NA
Grenada,GRD,1997,NA,NA,NA,1,NA
Grenada,GRD,1998,NA,NA,NA,1,NA
Grenada,GRD,1999,NA,NA,NA,1,NA
Grenada,GRD,2000,NA,NA,NA,1,NA
Grenada,GRD,2001,NA,NA,NA,1,NA
Grenada,GRD,2002,NA,NA,NA,1,NA
Grenada,GRD,2003,NA,NA,NA,1,NA
Grenada,GRD,2004,NA,NA,NA,1,NA
Grenada,GRD,2005,NA,NA,NA,1,NA
Grenada,GRD,2006,NA,NA,NA,1,NA
Grenada,GRD,2007,NA,NA,NA,1,NA
Grenada,GRD,2008,NA,NA,NA,1,NA
Grenada,GRD,2009,NA,NA,NA,1,NA
Grenada,GRD,2010,NA,NA,NA,1,NA
Grenada,GRD,2011,NA,NA,NA,1,NA
Grenada,GRD,2012,NA,NA,NA,1,NA
Grenada,GRD,2013,NA,NA,NA,1,NA
Grenada,GRD,2014,NA,NA,NA,1,NA
Grenada,GRD,2015,NA,NA,NA,1,NA
Grenada,GRD,2016,NA,NA,NA,1,NA
Grenada,GRD,2017,NA,NA,NA,1,NA
Grenada,GRD,2018,NA,NA,NA,1,NA
Grenada,GRD,2019,NA,NA,NA,1,NA
Grenada,GRD,2020,NA,NA,NA,1,NA
Grenada,GRD,2021,NA,NA,NA,1,NA
Grenada,GRD,2022,NA,NA,NA,1,NA
Grenada,GRD,2023,NA,NA,NA,1,NA
Guinea-Bissau,GNB,1991,NA,NA,NA,1,NA
Guinea-Bissau,GNB,1992,NA,NA,NA,1,NA
Guinea-Bissau,GNB,1993,NA,NA,NA,1,NA
Guinea-Bissau,GNB,1994,NA,NA,NA,1,NA
Guinea-Bissau,GNB,1995,NA,NA,NA,1,NA
Guinea-Bissau,GNB,1996,NA,NA,NA,1,NA
Guinea-Bissau,GNB,1997,NA,NA,NA,1,NA
Guinea-Bissau,GNB,1998,0.8326524638452383,-0.020436038120529364,0.7501704062000046,1,-0.5827167126675447
Guinea-Bissau,GNB,1999,0.9835539783887863,0.2099114419071434,0.03550620780209793,1,-0.019214531598103934
Guinea-Bissau,GNB,2000,-4.056990637220304,-0.4188046321665596,6.405700350892856,1,-1.3507867093698716
Guinea-Bissau,GNB,2001,1.1811738495826556,-0.08377721075685672,-0.15106773408750965,1,-0.030640470448472013
Guinea-Bissau,GNB,2002,-1.1890952094309515,0.14621556168690497,1.0954853028172913,1,1.0929018177309353
Guinea-Bissau,GNB,2003,25.820658276865956,-2.44400959371464,-10.480154708031701,1,-14.334150007565867
Guinea-Bissau,GNB,2004,13.344975016642069,-0.22295090152684366,-5.369078055344184,1,-6.978171333520924
Guinea-Bissau,GNB,2005,0.26934199447099483,0.2666650559213672,-0.10755447499166941,1,0.8379546867423833
Guinea-Bissau,GNB,2006,2.785920066180453,-0.03755542870186464,0.7583582023939276,1,-2.545265681106242
Guinea-Bissau,GNB,2007,-0.66296010205708,0.10787750664295528,1.5109136280910929,1,0.1512003001884905
Guinea-Bissau,GNB,2008,2.3117640753485516,-0.23644866060423073,-0.4978709368387605,1,-0.8153490146320941
Guinea-Bissau,GNB,2009,-2.2865036934992204,0.8119870878637941,0.24875564781668805,1,3.0385281660479375
Guinea-Bissau,GNB,2010,1.096852186940731,0.21642466774502264,0.429014165389223,1,-0.5306488465560683
Guinea-Bissau,GNB,2011,0.3460395653194667,0.07598946406497449,-0.17566779163310595,1,0.82906944758647
Guinea-Bissau,GNB,2012,1.6045894204397173,0.4928014019271663,-1.7630146041348456,1,1.1669252980957223
Guinea-Bissau,GNB,2013,-0.06448025115296302,0.06810120587629637,-0.5026968635796351,1,1.0839932971370732
Guinea-Bissau,GNB,2014,2.061792324283119,2.5096543453987725,0.7046087117094378,1,-2.1623533086365216
Guinea-Bissau,GNB,2015,1.8100687412296497,0.3008661205634573,0.07199704911227423,1,-0.34355593881658963
Guinea-Bissau,GNB,2016,0.9604193173646082,0.22661392930242857,0.2965370360126125,1,-0.5247552138076007
Guinea-Bissau,GNB,2017,0.8542251295903788,0.1117871522264786,0.41408016779182916,1,-0.2871711589510607
Guinea-Bissau,GNB,2018,2.290648168534482,0.745392515108001,0.8947081414581205,1,1.5740151077708942
Guinea-Bissau,GNB,2019,1.7397696285882411,0.21841233741615557,1.2442366782233232,1,-2.0800328164017357
Guinea-Bissau,GNB,2020,-0.5279402209226716,1.0849577647823239,0.053931124106563554,1,0.5472709551656907
Guinea-Bissau,GNB,2021,1.4916681182140135,0.10226634926164635,-0.5616714083880072,1,0.45052158934757697
Guinea-Bissau,GNB,2022,1.3583469942012623,-0.06312544346847343,0.14677888967727695,1,-1.3024638496733583
Guinea-Bissau,GNB,2023,-0.3019767104554314,-0.08737723260536247,0.28301769508101626,1,0.15403422982885023
Guyana,GUY,1991,NA,NA,NA,1,NA
Guyana,GUY,1992,NA,NA,NA,1,NA
Guyana,GUY,1993,NA,NA,NA,1,NA
Guyana,GUY,1994,NA,NA,NA,1,NA
Guyana,GUY,1995,NA,NA,NA,1,NA
Guyana,GUY,1996,NA,NA,NA,1,NA
Guyana,GUY,1997,NA,NA,NA,1,NA
Guyana,GUY,1998,NA,NA,NA,1,NA
Guyana,GUY,1999,NA,NA,NA,1,NA
Guyana,GUY,2000,NA,NA,NA,1,NA
Guyana,GUY,2001,NA,NA,NA,1,NA
Guyana,GUY,2002,NA,NA,NA,1,NA
Guyana,GUY,2003,NA,NA,NA,1,NA
Guyana,GUY,2004,NA,NA,NA,1,NA
Guyana,GUY,2005,NA,NA,NA,1,NA
Guyana,GUY,2006,NA,NA,NA,1,NA
Guyana,GUY,2007,NA,NA,NA,1,NA
Guyana,GUY,2008,NA,NA,NA,1,NA
Guyana,GUY,2009,NA,NA,NA,1,NA
Guyana,GUY,2010,NA,NA,NA,1,NA
Guyana,GUY,2011,NA,NA,NA,1,NA
Guyana,GUY,2012,NA,NA,NA,1,NA
Guyana,GUY,2013,NA,NA,NA,1,NA
Guyana,GUY,2014,NA,NA,NA,1,NA
Guyana,GUY,2015,NA,NA,NA,1,NA
Guyana,GUY,2016,NA,NA,NA,1,NA
Guyana,GUY,2017,NA,NA,NA,1,NA
Guyana,GUY,2018,NA,NA,NA,1,NA
Guyana,GUY,2019,NA,NA,NA,1,NA
Guyana,GUY,2020,NA,NA,NA,1,NA
Guyana,GUY,2021,NA,NA,NA,1,NA
Guyana,GUY,2022,NA,NA,NA,1,NA
Guyana,GUY,2023,NA,NA,NA,1,NA
Haiti,HTI,1991,-0.8440859522278255,0.27556987676082106,NA,1,0.35610773693123476
Haiti,HTI,1992,0.6290596977331127,-0.021056852417617854,NA,1,0.07340052294028429
Haiti,HTI,1993,-1.0718452488664194,-0.02856338539202411,NA,1,0.3691979473763637
Haiti,HTI,1994,0.5259303912068533,-0.010498875425609358,NA,1,-0.011748630928091669
Haiti,HTI,1995,1.1746743704187832,-0.004422292566398296,NA,1,-0.4701567591774394
Haiti,HTI,1996,2.549543195062941,0.015765205923127804,NA,1,-0.7487608745657586
Haiti,HTI,1997,0.9454460634524516,-0.0017617209255902531,NA,1,-0.17298261026741485
Haiti,HTI,1998,1.2370507367363401,0.02669777513680765,NA,1,0.08182497241857711
Haiti,HTI,1999,-6.7485585817742715,0.004268942247726821,NA,1,-1.0951885576519946
Haiti,HTI,2000,44.21088491089682,0.07817338751460849,NA,1,-8.196892043908411
Haiti,HTI,2001,-2.9039260286712167,-2.032490486122495,5.083425000134538,1,-1.9331388673786436
Haiti,HTI,2002,1.5936247392766876,0.9005064083496342,-1.1585774768147716,1,0.6880837544445952
Haiti,HTI,2003,0.5628376989295795,0.03072328303200825,0.45420725705031934,1,0.04713696225436059
Haiti,HTI,2004,1.2239879832051148,0.15099749577978855,-0.5799415337414774,1,0.4949161054785558
Haiti,HTI,2005,0.4968200469876244,-0.32860560123567256,-0.024196931043254294,1,0.4936161157114053
Haiti,HTI,2006,0.7659473875763008,0.041800064043503955,2.7073795334918103,1,-2.9257649908798764
Haiti,HTI,2007,0.7135524866859284,0.08207656327253939,-0.4321030673639386,1,0.8746856242894238
Haiti,HTI,2008,0.595607077777089,0.4137630216678189,1.2529205634568281,1,-0.9863318303434062
Haiti,HTI,2009,1.5153387854146734,0.004781480743997362,-0.2849971674222155,1,-0.16427365829907375
Haiti,HTI,2010,1.1295250815737228,-0.006635413964674712,-1.2985466235674532,1,1.3427060261784105
Haiti,HTI,2011,0.7449196594998663,0.08492224727521913,-0.9524104942084035,1,1.5756317526923256
Haiti,HTI,2012,3.333025066153037,1.2116754605865006,-6.133621903837397,1,4.513264221431494
Haiti,HTI,2013,1.2633787413581936,0.028789071363131254,0.33893729030843117,1,-0.6047603282231031
Haiti,HTI,2014,0.17213302884137485,0.17380705805066615,0.32881516830441154,1,0.4514448668423151
Haiti,HTI,2015,3.8095282535503276,0.8196332268185522,-1.2762704439539272,1,-1.2447521249954623
Haiti,HTI,2016,3.3207779237634885,0.35553981647985905,0.34041467672251824,1,-2.6548185435561975
Haiti,HTI,2017,2.0492161879313415,0.05133257202390844,0.5844831490267078,1,-1.6435547126773702
Haiti,HTI,2018,2.7293788924380906,0.21665114418008183,-0.488372300599656,1,-1.1038033137933605
Haiti,HTI,2019,1.0745422310381305,0.4405641580196654,-1.1145240512764365,1,1.176529664783773
Haiti,HTI,2020,0.9999130934723149,-0.27681506489948904,1.1612875357010375,1,-1.0476098782157965
Haiti,HTI,2021,-1.2142031887240055,-0.5121436047839227,2.106952918585029,1,-0.43115886539365883
Haiti,HTI,2022,-0.6871343081994966,-1.108482585885602,0.5602845452159511,1,0.9276940838100513
Haiti,HTI,2023,-0.2800232526461803,-0.22763050853576028,0.8275583683310925,1,0.37436483832801015
Jamaica,JAM,1991,NA,NA,NA,1,NA
Jamaica,JAM,1992,NA,NA,NA,1,NA
Jamaica,JAM,1993,NA,NA,NA,1,NA
Jamaica,JAM,1994,NA,NA,NA,1,NA
Jamaica,JAM,1995,NA,NA,NA,1,NA
Jamaica,JAM,1996,NA,NA,NA,1,NA
Jamaica,JAM,1997,NA,NA,NA,1,NA
Jamaica,JAM,1998,NA,NA,NA,1,NA
Jamaica,JAM,1999,NA,NA,NA,1,NA
Jamaica,JAM,2000,NA,NA,NA,1,NA
Jamaica,JAM,2001,NA,NA,NA,1,NA
Jamaica,JAM,2002,NA,NA,NA,1,NA
Jamaica,JAM,2003,NA,NA,NA,1,NA
Jamaica,JAM,2004,NA,NA,NA,1,NA
Jamaica,JAM,2005,NA,NA,NA,1,NA
Jamaica,JAM,2006,NA,NA,NA,1,NA
Jamaica,JAM,2007,NA,NA,NA,1,NA
Jamaica,JAM,2008,-3.4778941654164357,-0.23686725875993572,2.540696316395604,1,1.7903607272725377
Jamaica,JAM,2009,2.4776921765819475,0.22575138082654742,1.0009919037601482,1,-2.6541242429148966
Jamaica,JAM,2010,0.6728499005451561,-0.01859728667965582,0.3678762179841601,1,-0.07167416890533262
Jamaica,JAM,2011,1.6768903853362438,-0.1257566285996289,0.9689258661428736,1,-1.5514059892885335
Jamaica,JAM,2012,1.2961881978546443,-0.04194523707819059,1.765821960220032,1,-2.6066032160506896
Jamaica,JAM,2013,-1.9426588913607028,-0.7876321242635831,2.2774375571580565,1,0.2946521618098954
Jamaica,JAM,2014,-1.106108851307404,-0.09073074542353113,0.9633250060139084,1,0.4864034584539647
Jamaica,JAM,2015,-0.11327971640679925,-0.02256967307934683,-1.175784477406377,1,2.51883765784948
Jamaica,JAM,2016,0.04888751842754146,0.1325923009155817,0.011307707289117315,1,0.690381432330622
Jamaica,JAM,2017,1.0334716635370271,0.09815470778251792,0.9745079578787879,1,-1.0995469043424135
Jamaica,JAM,2018,0.39587092523654704,-0.017111647964093705,0.6583217537830277,1,-0.14058443894735495
Jamaica,JAM,2019,1.1819365442792087,0.2654155833938954,0.4701506035686659,1,-0.9575539571711342
Jamaica,JAM,2020,NA,NA,NA,1,NA
Jamaica,JAM,2021,NA,NA,NA,1,NA
Jamaica,JAM,2022,NA,NA,NA,1,NA
Jamaica,JAM,2023,NA,NA,NA,1,NA
Kiribati,KIR,1991,NA,NA,NA,1,-3.0400632190572465
Kiribati,KIR,1992,NA,NA,NA,1,-1.3275146940660014
Kiribati,KIR,1993,NA,NA,NA,1,-153.42165253268595
Kiribati,KIR,1994,NA,NA,NA,1,8.12001207609155
Kiribati,KIR,1995,NA,NA,NA,1,-6.735299738180228
Kiribati,KIR,1996,NA,NA,NA,1,-76.95443521358663
Kiribati,KIR,1997,NA,NA,NA,1,3.4359700515072324
Kiribati,KIR,1998,NA,NA,NA,1,1.0201357743130661
Kiribati,KIR,1999,NA,NA,NA,1,2.596573558483776
Kiribati,KIR,2000,NA,NA,NA,1,-1.3676271516306553
Kiribati,KIR,2001,NA,NA,NA,1,0.11868981678650714
Kiribati,KIR,2002,NA,NA,NA,1,-7.750005564553563
Kiribati,KIR,2003,NA,NA,NA,1,-7.966536072029177
Kiribati,KIR,2004,NA,NA,NA,1,2.1343009050494057
Kiribati,KIR,2005,NA,NA,NA,1,-17.620141354292695
Kiribati,KIR,2006,NA,NA,NA,1,3.8319516831113742
Kiribati,KIR,2007,0.5461748380251655,0.6196295440888653,0.2137619106961748,1,0.9773181180064874
Kiribati,KIR,2008,1.1778047454061658,0.25328880291139244,0.8466755173398766,1,-0.9336905085185649
Kiribati,KIR,2009,-4.56034810265495,5.365136457301222,4.8471493923737565,1,7.929732771505931
Kiribati,KIR,2010,-3.783951798377632,-3.986808723541846,-0.9538103002072852,1,2.107869720881489
Kiribati,KIR,2011,2.929085509000647,0.7178787681986591,1.2935398352330274,1,-2.4421666812085534
Kiribati,KIR,2012,0.9217172135426618,0.5747689620532701,1.284798769594625,1,-1.2947005893455794
Kiribati,KIR,2013,0.9031955586871696,0.04240048413461223,0.8091058629376505,1,-1.0956395892658828
Kiribati,KIR,2014,10.306008199732785,6.633033088402354,-0.47313314447836646,1,-6.856221667409887
Kiribati,KIR,2015,0.932203245810476,-0.08748673347542504,1.374806779447798,1,-1.1393388322138343
Kiribati,KIR,2016,2.198158862505585,1.1460263202364815,-0.8327651725745525,1,-0.34143023935829403
Kiribati,KIR,2017,1.5362654529167203,0.6212341008251967,-1.0628644520035235,1,-0.07436140110068745
Kiribati,KIR,2018,0.9163054277674728,0.46688711357936113,-1.695717545302163,1,1.738385325319059
Kiribati,KIR,2019,2.9677916613502346,0.21734265984158882,-0.7285138096627461,1,-1.261299413392658
Kiribati,KIR,2020,14.382057077135903,6.7220814483272875,2.020793653696698,1,-18.317442941258143
Kiribati,KIR,2021,2.3708226180448495,-0.42592120098533376,0.6748272180639782,1,-2.444508530238272
Kiribati,KIR,2022,4.997998337049242,3.3235446825495503,0.338124594937425,1,-4.678964632134735
Kiribati,KIR,2023,NA,NA,NA,1,-0.31537752758875653
Maldives,MDV,1991,NA,NA,NA,1,NA
Maldives,MDV,1992,NA,NA,NA,1,NA
Maldives,MDV,1993,NA,NA,NA,1,NA
Maldives,MDV,1994,NA,NA,NA,1,NA
Maldives,MDV,1995,NA,NA,NA,1,NA
Maldives,MDV,1996,NA,NA,NA,1,NA
Maldives,MDV,1997,NA,NA,NA,1,NA
Maldives,MDV,1998,NA,NA,NA,1,NA
Maldives,MDV,1999,NA,NA,NA,1,NA
Maldives,MDV,2000,NA,NA,NA,1,NA
Maldives,MDV,2001,NA,NA,NA,1,NA
Maldives,MDV,2002,NA,NA,NA,1,NA
Maldives,MDV,2003,NA,NA,NA,1,NA
Maldives,MDV,2004,NA,NA,NA,1,NA
Maldives,MDV,2005,NA,NA,NA,1,NA
Maldives,MDV,2006,NA,NA,NA,1,NA
Maldives,MDV,2007,NA,NA,NA,1,NA
Maldives,MDV,2008,NA,NA,NA,1,NA
Maldives,MDV,2009,NA,NA,NA,1,NA
Maldives,MDV,2010,NA,NA,NA,1,NA
Maldives,MDV,2011,NA,NA,NA,1,NA
Maldives,MDV,2012,NA,NA,NA,1,NA
Maldives,MDV,2013,NA,NA,NA,1,NA
Maldives,MDV,2014,NA,NA,NA,1,NA
Maldives,MDV,2015,0.6820857593755311,0.5298215065771709,0.9216827403385098,1,0.15143581475188883
Maldives,MDV,2016,0.8706056624711255,0.09025372365152522,0.10928627622304764,1,-0.3499312730052536
Maldives,MDV,2017,0.5023946222572033,-0.26864520635428224,0.3332765812413058,1,0.0036808334226636763
Maldives,MDV,2018,0.6921628389052146,0.15283021720257267,0.9747735265002387,1,-0.27625315242004145
Maldives,MDV,2019,0.8003119708314947,0.3541800641125353,-0.15038950673309193,1,0.442590110813652
Maldives,MDV,2020,0.2514200156649081,0.030486758962546025,0.5673213849627998,1,0.2062388521067926
Maldives,MDV,2021,0.18217367240875773,0.03909359165946818,-0.02495716807476554,1,1.383890334569672
Maldives,MDV,2022,0.4350455676956428,-0.06185324449148662,0.3487868185088161,1,-0.21357001275098608
Maldives,MDV,2023,1.138531860261978,0.06003032406293651,-0.11616101212993375,1,0.7722539947890142
Marshall Islands,MHL,1991,NA,NA,NA,1,NA
Marshall Islands,MHL,1992,NA,NA,NA,1,NA
Marshall Islands,MHL,1993,NA,NA,NA,1,NA
Marshall Islands,MHL,1994,NA,NA,NA,1,NA
Marshall Islands,MHL,1995,NA,NA,NA,1,NA
Marshall Islands,MHL,1996,NA,NA,NA,1,NA
Marshall Islands,MHL,1997,NA,NA,NA,1,NA
Marshall Islands,MHL,1998,NA,NA,NA,1,NA
Marshall Islands,MHL,1999,NA,NA,NA,1,NA
Marshall Islands,MHL,2000,NA,NA,NA,1,NA
Marshall Islands,MHL,2001,NA,NA,NA,1,NA
Marshall Islands,MHL,2002,NA,NA,NA,1,NA
Marshall Islands,MHL,2003,NA,NA,NA,1,NA
Marshall Islands,MHL,2004,NA,NA,NA,1,NA
Marshall Islands,MHL,2005,2.6159333333333334,0.31653333333333333,1.5554666666666654,1,-2.9596333333333336
Marshall Islands,MHL,2006,-14.089333333333334,11.85,51.083,1,-10.443666666666665
Marshall Islands,MHL,2007,1.6282698412698366,0.8145714285714286,-0.5557619047619048,1,-0.366920634920635
Marshall Islands,MHL,2008,1.8074701492537313,0.2516865671641791,0.761440298507463,1,-1.1973805970149254
Marshall Islands,MHL,2009,0.1371,-0.06298333333333334,4.103949999999999,1,-4.0067
Marshall Islands,MHL,2010,-0.06327659574468085,-0.09280851063829787,1.6246489361702137,1,0.19486170212765952
Marshall Islands,MHL,2011,-6.7113333333333,-1.2325555555555556,40.99722222222222,1,-27.62811111111111
Marshall Islands,MHL,2012,-2.6450434782608565,-1.774565217391311,2.1426521739130435,1,3.088782608695639
Marshall Islands,MHL,2013,1.8102835820895602,0.30377611940298643,2.4126865671641897,1,-2.9552985074627
Marshall Islands,MHL,2014,5.331043478260869,2.501,3.8149565217391306,1,-9.205173913043478
Marshall Islands,MHL,2015,0.6159411764705882,0.9178529411764705,-1.38629411764706,1,-0.31191176470588233
